feedback_id,posted_at,source,rating,review_text,author,true_campaign_id
FB_001054,"August 19, 2024",google reviews,3 stars,"delivery was fine i guess. returns were okay, a bit slow. the running shoes is ok. (the holiday bundle deal) 🔥",@runner_jane,META_003
FB_000594,30 Jul 2024,facebook,3 stars,The back to school promo — The site works fine. The running shoes is ok.,fitlife.amy,META_003
FB_000620,2024-07-05 12:47:42,Trustpilot,1.0,found you on google search — ugh. still waiting on a reply from support. the gym shorts was a letdown.,,GOOG_002
FB_000757,2024-10-04,GMB,4.0,The site works fine. 🙄,m.garcia,
FB_000840,2024.09.21,tiktok,,"The dynamic ad on tiktok — Can't recommend enough. So well made, feels premium. Shipping was super quick.",TrailDad,TKTK_003
FB_000882,13 Sep 2024,fb comment,,"not bad, not great. returns were okay, a bit slow. the hoodie is ok.",,
FB_000588,,IG,,"Customer service was average. Quality is decent, nothing special. (a tiktoker reviewed it) ❤️",j.doe,TKTK_002
FB_000742,2024-02-10,google reviews,,Can't recommend enough. Got it in two days amazing. The sneakers is great. 🔥,wellness_wendy,
FB_000051,  2024-01-01 ,TikTok,,So happy with my order. Checkout was smooth and easy. Arrived way faster than expected. The moisturizer is great. 😍,user8842,
FB_001363,28 Feb 2024,GMB,2.0,Really disappointed. Way overpriced for what you get. The gym shorts was a letdown. (your youtube ad) 😍,—,GOOG_003
FB_001118,2024-12-28 20:05:32,website review,,"Found you searching your brand on google — Super contento con el producto, lo recomiendo. 👎",GymRat99,GOOG_001
FB_001238,2/10/24,Facebook,,Honestly impressed. Checkout was smooth and easy. (saw your search ad) 😡,TrailDad,GOOG_002
FB_001261,"April 15, 2024",google reviews,4 stars,The site works fine. The gym shorts is ok.,kayla_,
FB_001092,2024-05-24,tiktok,,love this! honestly great value for the price. better than alo honestly. 🔥,wellness_wendy,
FB_000973,2024-04-02 11:44:24,TT comment,,Customer service sorted my issue in minutes. The running shoes is great. ❤️,TrailDad,
FB_000186,2024-12-01 22:25:19,Facebook,,"esta bien, nada del otro mundo. 😡",kayla_,
FB_000789,2024-07-26 18:43:51,Play Store,,"Cumple, pero esperaba algo mejor. (your tiktok video)",Sarah K.,TKTK_001
FB_000256,8/25/24,Google,,Would not buy again. Fell apart after one wash. Customer service ignored my emails for days. The hoodie was a letdown. (a tiktoker reviewed it) 👎,Sarah K.,TKTK_002
FB_001298,2024.10.28,fb comment,,Frustrated tbh. Tracking never updated and it showed up late. The backpack was a letdown. 🔥,,
FB_000873,01/18/2024,FB,,"Mixed feelings. The site works fine. Fit is alright, maybe size up. 😡",Sarah K.,
FB_000472,  2024-06-17 ,tt,,ugh. still haven't gotten my refund weeks later. the water bottle was a letdown. going back to nike honestly. 🤷,user8842,
FB_001203,2 May 2024,fb comment,,Frustrated tbh. The return process is an absolute nightmare. The price went up right after i bought. (the dynamic ad on tiktok),,TKTK_003
FB_000886,10 Aug 2024,instagram,,"Support was okay, took a bit. Quality is decent, nothing special. 🤷",,
FB_000249,8 Oct 2024,tiktok,★★☆☆☆,Ugh. Sizing chart is totally off. The leggings was a letdown.,—,
FB_001384,  2024-10-17 ,google reviews,,Me encanta! La calidad es increible y llego rapidisimo. 🔥,GymRat99,
FB_001364,07/30/2024,Meta,,The quality is genuinely amazing. The gym shorts is great. 😡,j.doe,
FB_000204,2024.03.08,Yotpo,5 stars,10/10. Shipping was super quick. The sneakers is great.,mike_t,
FB_000731,4/28/24,google reviews,1.0,Sizing chart is totally off. The gym shorts was a letdown. Going back to Alo honestly. (that awareness ad) 🙄,wellness_wendy,META_001
FB_000318,2024.01.04,tt,1,The dynamic ad on tiktok — Really disappointed. Took almost three weeks to arrive. 😡,kayla_,TKTK_003
FB_000469,"May 23, 2024",Yotpo,,Mixed feelings. The site works fine.,@runner_jane,TKTK_002
FB_000611,2/20/24,google reviews,5,Can't recommend enough. Sizing was spot on. (the dynamic ad on tiktok),fitlife.amy,TKTK_003
FB_000414,  2024-07-20 ,App Store,,Your brand showed up first on google — Way overpriced for what you get. The backpack was a letdown. 💯,Sarah K.,GOOG_001
FB_000466,2024.10.02,google reviews,2.0,saw you on my fyp — save your money. took almost three weeks to arrive. the running shoes was a letdown.,,TKTK_001
FB_000595,  2024-06-23 ,google reviews,,"would not buy again. cheap material, super disappointed. the water bottle was a letdown.",m.garcia,
FB_000858,08/26/2024,Google,,Sizing chart is totally off. (that awareness ad),—,META_001
FB_001329,09/13/2024,google reviews,3.0,That banner ad followed me — Mixed feelings. Ordering was straightforward enough. 🙄,,GOOG_003
FB_000253,11/09/2024,tt,5.0,10/10. Easy returns no questions asked. The promo price was a steal. (your youtube ad),,GOOG_003
FB_000679,2024-02-13 15:40:07,Google Play,,got it in two days amazing. (a tiktoker reviewed it) ❤️,j.doe,TKTK_002
FB_000556,09/07/2024,TikTok,1,Frustrated tbh. Broke within a week. (your youtube ad) 🙄,j.doe,GOOG_003
FB_000949,"May 16, 2024",GMB,,Googled running gear and your ad popped up — Me encanta! La calidad es increible y llego rapidisimo.,GymRat99,GOOG_002
FB_001399,03/17/2024,IG,,frustrated tbh. checkout failed three times before it worked.,m.garcia,
FB_000152,2024-12-01,tt,3.0,Found you on google search — Mixed feelings. It's okay for the cost. The water bottle is ok. ❤️,Sarah K.,GOOG_002
FB_000056,3/22/24,GMB,2 stars,Tracking never updated and it showed up late. The return process is an absolute nightmare.,@runner_jane,
FB_000073,2024-09-13 06:02:42,email survey,,"The back to school promo — It's fine. Support was okay, took a bit. 🔥",,META_003
FB_000441,3/20/24,TikTok,5,"10/10. Easy returns, no questions asked. So well made, feels premium. The gym shorts is great. ❤️",TrailDad,
FB_001192,20 Mar 2024,tiktok,4 stars,"That viral tiktok — It's fine. Returns were okay, a bit slow. The gym shorts is ok. 💯",m.garcia,TKTK_001
FB_001454,2024-03-02 14:42:08,GMB,4 stars,"So happy with my order. Easy returns, no questions asked. Got it in two days, amazing. The backpack is great. (a tiktoker reviewed it)",,TKTK_002
FB_001211,  2024-11-02 ,Insta,5 stars,The dynamic ad on tiktok — Support team was so helpful and quick. The quality is genuinely amazing. 😍,Sarah K.,TKTK_003
FB_000898,,Trustpilot,4,"Returns were okay, a bit slow. 🤷",wellness_wendy,META_001
FB_001094,  2024-03-13 ,google reviews,2,That ugc tiktok — Tracking never updated and it showed up late. Checkout failed three times before it worked.,user8842,TKTK_002
FB_000477,2024.02.06,App Store,,Decent overall. Delivery was fine i guess. The backpack is ok. (teh holiday bundle deal) 🙄,,META_003
FB_001012,2024-06-13,GMB,,Not bad not great. Support was okay took a bit. The leggings is ok. 👎,the_real_dan,
FB_000745,8/21/24,Trustpilot,★☆☆☆☆,"Frustrated tbh. Runs really small, had to send it back. The app kept crashing at payment. The protein powder was a letdown. 🤷",user8842,
FB_000134,2/15/24,IG,,"Runs really small, had to send it back. 😡",—,
FB_001200,12/24/2024,website review,,"Your retargeting ad — Super contento con el producto, lo recomiendo.",TrailDad,META_002
FB_000263,2024-04-14,GMB,,That awareness ad — Honestly impressed. Honestly great value for the price. ❤️,,META_001
FB_000242,,Play Store,,"10/10. Great support, very responsive. Checkout was smooth and easy. The water bottle is great. 🤷",the_real_dan,
FB_000250,04/18/2024,Play Store,,Honestly impressed. The quality is genuinely amazing. Checkout was smooth and easy. 🔥,j.doe,
FB_000589,10/19/24,TT comment,5.0,"Love this! Easy returns, no questions asked. Cheaper than i expected and worth it. The water bottle is great. 😡",GymRat99,
FB_000391,2024-03-22,tt,3/5,"Fit is alright, maybe size up. (your insta brand campaign) 😡",j.doe,META_001
FB_000040,"May 30, 2024",Google,,"Would not buy again. Runs really small, had to send it back. The backpack was a letdown.",@runner_jane,
FB_000771,"July 10, 2024",tt,,Honestly impressed. Honestly great value for the price. 💯,—,
FB_000932,2024-06-23 15:30:44,google reviews,3,"Not bad, not great. Fit is alright, maybe size up. It's fine, does the job.",,
FB_000846,"May 11, 2024",Meta,5/5,Honestly impressed. So well made feels premium. The water bottle is great. Better than Gymshark honestly. (saw you on my fyp) 😍,@runner_jane,TKTK_001
FB_000855,  2024-01-19 ,fb comment,,"Super contento con el producto, lo recomiendo.",j.doe,
FB_000943,"May 17, 2024",Play Store,4.0,"Honestly impressed. Great support, very responsive. Better than Gymshark honestly. (your insta brand campaign) ❤️",user8842,META_001
FB_001328,"February 14, 2024",App Store,,Can't recommend enough. Shipping was super quick. 😡,,
FB_000355,,website review,,"That banner ad followed me — 10/10. Got it in two days, amazing. 🔥",m.garcia,GOOG_003
FB_000739,2024-06-20,google reviews,,"Not bad, not great. The site works fine. (your retargeting ad) 👎",anon,META_002
FB_000127,5/9/24,App Store,3 stars,That banner ad followed me — Decent overall. Returns were okay a bit slow. Delivery was fine i guess.,user8842,GOOG_003
FB_000444,"June 25, 2024",Trustpilot,,Customer service sorted my issue in minutes. The moisturizer is great.,,
FB_001260,"April 9, 2024",fb comment,,"Not bad, not great. Fit is alright, maybe size up. Delivery was fine i guess. (your insta brand campaign)",the_real_dan,META_001
FB_001478,04/08/2024,Trustpilot,5,"Excelente compra, vale totalmente la pena. 💯",—,
FB_000289,07/28/2024,Yotpo,,"Esta bien, nada del otro mundo.",j.doe,
FB_001065,05/11/2024,FB,1 stars,sizing chart is totally off. tracking never updated and it showed up late. ❤️,wellness_wendy,
FB_000712,7/24/24,IG,,"the display ad i kept seeing — not bad, not great. delivery was fine i guess. ordering was straightforward enough. 😍",—,GOOG_003
FB_000059,2024-06-13,TikTok,,Decent overall. Shipping was about average. Fit is alright maybe size up. (found you on google search) 😡,,GOOG_002
FB_001470,2024.08.07,email survey,,mixed feelings. the site works fine. the yoga mat is ok. (saw your search ad) 🔥,the_real_dan,GOOG_002
FB_000386,"July 29, 2024",tiktok,1 stars,Still haven't gotten my refund weeks later.,the_real_dan,
FB_000857,1/20/24,fb comment,3.0,"Your insta brand campaign — It's fine. Fit is alright, maybe size up. The site works fine. The water bottle is ok.",user8842,META_001
FB_000724,2024-08-22,Play Store,,"Cumple, pero esperaba algo mejor. (the dynamic ad on tiktok) 🙄",the_real_dan,TKTK_003
FB_000408,  2024-09-17 ,Meta,,"Muy decepcionado, la calidad es malisima. 🔥",,META_003
FB_000214,06/16/2024,tt,,"Would not buy again. Customer service ignored my emails for days. Runs really small, had to send it back. The sneakers was a letdown. (teh dynamic ad on tiktok) 🙄",Sarah K.,TKTK_003
FB_000193,11/27/2024,GMB,5.0,So happy with my order. Sizing was spot on. Better than Lululemon honestly. 😍,the_real_dan,META_003
FB_000888,2024-11-20,TT comment,,"Honestly impressed. Checkout was smooth and easy. Fit is perfect, true to size. Better than Amazon Basics honestly. (teh ad that kept following me around) ❤️",the_real_dan,META_002
FB_001198,  2024-08-25 ,Meta,2.0,Website is a buggy mess. Shipping is painfully slow. (googled running gear and your ad popped up) 👎,GymRat99,GOOG_002
FB_001083,08/18/2024,Insta,,Love this! Sizing was spot on. The protein powder is great. 🤷,wellness_wendy,
FB_000997,5/24/24,Google Play,,"So happy with my order. Great support, very responsive. Fit is perfect, true to size. The water bottle is great. (the creator's tiktok about you) 😡",GymRat99,TKTK_002
FB_001090,5 Feb 2024,TT comment,,"decent overall. fit is alright, maybe size up. 🤷",m.garcia,
FB_001097,  2024-10-25 ,Play Store,5 stars,So happy with my order. Honestly great value for the price.,anon,META_002
FB_000203,8 Apr 2024,Insta,4 stars,It's fine. Delivery was fine i guess. Price is about what you'd expect. 😍,fitlife.amy,
FB_000143,3 May 2024,Facebook,,The return process is an absolute nightmare. Broke within a week. The moisturizer was a letdown. Going back to Gymshark honestly. 🙄,the_real_dan,META_002
FB_000168,2024-07-03 19:43:53,TikTok,1/5,The app kept crashing at payment. Still haven't gotten my refund weeks later. The moisturizer was a letdown. (your retargeting ad) 💯,fitlife.amy,META_002
FB_000491,11 Mar 2024,GMB,,Frustrated tbh. The app kept crashing at payment. Customer service ignored my emails for days. 😍,fitlife.amy,
FB_000962,  2024-10-28 ,instagram,,So happy with my order. The quality is genuinely amazing. The backpack is great. 🔥,@runner_jane,
FB_000974,"October 13, 2024",FB,,"it's fine. quality is decent, nothing special. going back to alo honestly. ❤️",—,
FB_000438,,IG,1 stars,"Save your money. Runs really small, had to send it back. The hoodie was a letdown. 😍",,
FB_000760,02/22/2024,Insta,1.0,"save your money. runs really small, had to send it back. the water bottle was a letdown. 💯",fitlife.amy,GOOG_001
FB_001286,"October 16, 2024",instagram,,"Frustrated tbh. Runs really small, had to send it back. Still waiting on a reply from support. The running shoes was a letdown. 😍",the_real_dan,
FB_000261,5 Jan 2024,FB,5.0,10/10. Cheaper than i expected and worth it. The gym shorts is great. 💯,anon,
FB_000581,18 Jan 2024,Yotpo,1,sizing chart is totally off. (the creator's tiktok about you) 😍,user8842,TKTK_002
FB_000626,7/4/24,Meta,,"not bad, not great. it's fine, does teh job. the sneakers is ok. (googled running gear and your ad popped up) ❤️",GymRat99,GOOG_002
FB_001334,  2024-09-09 ,Insta,5,That viral tiktok — Can't recommend enough. Support team was so helpful and quick. ❤️,—,TKTK_001
FB_000860,  2024-07-22 ,website review,,"10/10. great support, very responsive. fit is perfect, true to size. the yoga mat is great.",anon,
FB_000784,,GMB,,"Frustrated tbh. Broke within a week. Runs really small, had to send it back. The water bottle was a letdown. (found you searching your brand on google) 👎",wellness_wendy,GOOG_001
FB_000135,2024-03-12,fb comment,2.0,"Pesima experiencia, el envio tardo siglos. (your retargeting ad) 👎",@runner_jane,META_002
FB_000642,"May 12, 2024",google reviews,,"Found you searching your brand on google — It's fine. Quality is decent, nothing special. Customer service was average. The running shoes is ok. 👎",anon,GOOG_001
FB_000421,2024-03-08 01:50:06,google reviews,,Found you on google search — Support was useless and rude. The leggings was a letdown.,@runner_jane,GOOG_002
FB_001202,  2024-02-12 ,Yotpo,,"That ad after i left teh site — Decent overall. It's okay for the cost. Returns were okay, a bit slow. The water bottle is ok. 😡",j.doe,META_002
FB_001499,,Facebook,,"Can't recommend enough. Got it in two days, amazing. So well made, feels premium. The backpack is great.",@runner_jane,
FB_001182,9/21/24,Google Play,,10/10. Checkout was smooth and easy. Shipping was super quick. 😍,the_real_dan,
FB_001302,  2024-11-13 ,instagram,,Found you searching your brand on google — Price is about what you'd expect. 🔥,mike_t,GOOG_001
FB_000165,  2024-11-17 ,Trustpilot,★★★★☆,The app makes ordering so simple. The gym shorts is great. 🙄,@runner_jane,
FB_000048,20 Dec 2024,google reviews,5/5,"Excelente compra, vale totalmente la pena. 🤷",—,
FB_000013,06/30/2024,Trustpilot,,"Your tiktok product ad — Runs really small, had to send it back. Going back to Lululemon honestly.",@runner_jane,TKTK_003
FB_000805,  2024-05-19 ,IG,,Return was painless and refund was fast. The quality is genuinely amazing. The leggings is great. Better than Lululemon honestly. (the creator's tiktok about you) 😍,wellness_wendy,TKTK_002
FB_001351,2024-09-10,TikTok,,Mixed feelings. Price is about what you'd expect. The leggings is ok. Going back to Alo honestly. ❤️,mike_t,
FB_001149,  2024-12-03 ,website review,,Way overpriced for what you get. The gym shorts was a letdown. (found you searching your brand on google) 💯,fitlife.amy,GOOG_001
FB_000502,2024.02.27,IG,,Ugh. Still haven't gotten my refund weeks later. (the back to school promo) 🤷,@runner_jane,META_003
FB_000710,  2024-06-13 ,Google Play,1/5,El servicio al cliente no respondio nunca. 😡,,
FB_000368,  2024-02-27 ,tt,3,"Your tiktok product ad — Mixed feelings. Fit is alright, maybe size up. Support was okay, took a bit. Going back to Alo honestly. 🔥",kayla_,TKTK_003
FB_000233,4/15/24,Yotpo,,"That ad after i left the site — It's fine. Fit is alright, maybe size up. Ordering was straightforward enough. The backpack is ok. Going back to Gymshark honestly. 💯",@runner_jane,META_002
FB_000763,03/20/2024,TikTok,5.0,Honestly impressed. Cheaper than i expected and worth it. 😡,fitlife.amy,META_002
FB_001486,"August 27, 2024",App Store,1.0,"Pesima experiencia, el envio tardo siglos. (the display ad I kept seeing) 👎",GymRat99,GOOG_003
FB_000335,10/04/2024,FB,,Honestly impressed. Return was painless and refund was fast. 😍,j.doe,
FB_000330,12 Aug 2024,fb comment,★★☆☆☆,ugh. tracking never updated and it showed up late. the moisturizer was a letdown. going back to nike honestly.,anon,META_001
FB_000717,2024-12-22 11:55:34,Play Store,,Would not buy again. The return process is an absolute nightmare. Going back to Gymshark honestly. 💯,the_real_dan,
FB_001254,5/11/24,facebook,4.0,Can't recommend enough. Return was painless and refund was fast. The protein powder is great. Better than Amazon Basics honestly. (the dynamic ad on tiktok),user8842,TKTK_003
FB_001011,03/20/2024,fb comment,,The creator's tiktok about you — Honestly impressed. Customer service sorted my issue in minutes. The protein powder is great.,@runner_jane,TKTK_002
FB_000684,"November 20, 2024",IG,★★★★★,"Easy returns, no questions asked. The moisturizer is great.",anon,
FB_000415,01/04/2024,facebook,,Your youtube ad — Frustrated tbh. Website is a buggy mess. The leggings was a letdown. Going back to Amazon Basics honestly. 🤷,wellness_wendy,GOOG_003
FB_000586,11 Oct 2024,FB,4.0,Love this! Cheaper than i expected and worth it. Arrived way faster than expected. 👎,GymRat99,
FB_000072,2024.06.30,instagram,1.0,Really disappointed. Still waiting on a reply from support. (teh dynamic ad on tiktok) 🤷,@runner_jane,TKTK_003
FB_000450,  2024-08-24 ,Google Play,,The creator's tiktok about you — 10/10. Sizing was spot on. Better than Nike honestly. 🙄,TrailDad,TKTK_002
FB_001372,2024-05-10 06:42:20,fb comment,,The ad that kept following me around — Really disappointed. Still haven't gotten my refund weeks later. ❤️,kayla_,META_002
FB_001290,12/16/24,FB,,Cheaper than i expected and worth it. Checkout was smooth and easy. 🙄,m.garcia,
FB_000218,8/13/24,tt,3/5,"Cumple, pero esperaba algo mejor. 👎",—,GOOG_002
FB_000686,07/13/2024,Trustpilot,4.0,"The creator's tiktok about you — It's fine. Returns were okay, a bit slow. The protein powder is ok.",Sarah K.,TKTK_002
FB_000758,  2024-02-08 ,email survey,,Really disappointed. Website is a buggy mess. Still haven't gotten my refund weeks later. The moisturizer was a letdown. (your brand showed up first on google) 😡,Sarah K.,GOOG_001
FB_001350,2024-09-22,Facebook,,The creator's tiktok about you — Honestly impressed. Support team was so helpful and quick. The gym shorts is great.,the_real_dan,TKTK_002
FB_000692,,TikTok,,Saw your search ad — Support was useless and rude. Still haven't gotten my refund weeks later. 🔥,anon,GOOG_002
FB_000308,16 Dec 2024,instagram,★★☆☆☆,The holiday bundle deal — Frustrated tbh. Support was useless and rude. The hoodie was a letdown. 💯,user8842,META_003
FB_000361,"July 6, 2024",email survey,,So happy with my order. Sizing was spot on. Shipping was super quick. The backpack is great. (a tiktoker reviewed it) 🔥,anon,TKTK_002
FB_001060,25 Feb 2024,Facebook,,That ad after i left teh site — Ugh. Shipping is painfully slow.,fitlife.amy,META_002
FB_001224,1/29/24,instagram,,Frustrated tbh. Support was useless and rude. Tracking never updated and it showed up late. Going back to Nike honestly. (your tiktok product ad),user8842,TKTK_003
FB_000336,16 Mar 2024,Yotpo,,checkout was smooth and easy. (found you on google search) 💯,m.garcia,GOOG_002
FB_001252,2024.05.23,email survey,,Ugh. Checkout failed three times before it worked. The leggings was a letdown. 🤷,the_real_dan,META_002
FB_000428,2024.12.02,google reviews,,"Your tiktok video — 10/10. Fit is perfect, true to size. 👎",mike_t,TKTK_001
FB_000540,2024-10-28,website review,,Found you on google search — Broke within a week. 🔥,m.garcia,GOOG_002
FB_000811,2024-03-19 15:23:57,Trustpilot,★★★★★,10/10. The app makes ordering so simple. The yoga mat is great. (that viral tiktok) 🤷,,TKTK_001
FB_000346,2024-04-26 12:33:22,Meta,5 stars,Can't recommend enough. Shipping was super quick. Better than Nike honestly. 💯,j.doe,
FB_000254,"November 15, 2024",Facebook,,"the dynamic ad on tiktok — love this! honestly great value for the price. great support, very responsive.",@runner_jane,TKTK_003
FB_000229,2024-09-01,instagram,,Even better quality than the photos. Return was painless and refund was fast. 😍,Sarah K.,
FB_001221,11/16/24,Google Play,,10/10. got it in two days amazing. the gym shorts is great. 🔥,TrailDad,
FB_000919,8/10/24,Google Play,5,"Easy returns, no questions asked. Sizing was spot on. (that banner ad followed me) 😍",,GOOG_003
FB_001155,12/26/2024,App Store,,Save your money. Fell apart after one wash. The backpack was a letdown. Going back to Nike honestly.,mike_t,META_002
FB_000634,6/17/24,Yotpo,1,frustrated tbh. way overpriced for what you get. the backpack was a letdown.,anon,
FB_000442,2024-08-20 09:31:11,TikTok,,Great support very responsive. The protein powder is great. (your youtube ad) 🔥,TrailDad,GOOG_003
FB_001120,16 Jun 2024,Facebook,5 stars,"Saw your search ad — 10/10. Easy returns, no questions asked. The app makes ordering so simple. The water bottle is great. 🙄",—,GOOG_002
FB_000825,2024-08-12 05:13:20,IG,★★★★★,"Easy returns, no questions asked. Fit is perfect, true to size. (the dynamic ad on tiktok) 😡",—,TKTK_003
FB_001068,2024-12-18 17:53:30,facebook,1.0,"Not worth the money at all. Cheap material, super disappointed. 💯",,
FB_000657,2024.02.07,Play Store,1,"Your summer sale ad — Frustrated tbh. Cheap material, super disappointed. Took almost three weeks to arrive. 🙄",user8842,META_003
FB_000105,2024.10.10,Insta,,So happy with my order. Checkout was smooth and easy. The yoga mat is great. 🙄,j.doe,
FB_000989,2024-04-01,tt,,Honestly impressed. Support team was so helpful and quick. Checkout was smooth and easy. 😍,m.garcia,
FB_000562,2024.10.19,instagram,,Arrived way faster than expected. (that seasonal promo) 😍,anon,META_003
FB_000482,2024-04-26 18:58:05,Google Play,,"honestly impressed. great support, very responsive. 😍",wellness_wendy,
FB_000706,06/19/2024,tiktok,4.0,Support team was so helpful and quick. Easy returns no questions asked. 😡,@runner_jane,
FB_001481,16 Nov 2024,IG,,Saw your brand video on facebook — 10/10. Arrived way faster than expected.,—,META_001
FB_000430,"December 6, 2024",fb comment,,That seasonal promo — The price went up right after i bought. The gym shorts was a letdown. 🤷,fitlife.amy,META_003
FB_001043,10/26/2024,FB,5.0,Honestly impressed. Return was painless and refund was fast. Sizing was spot on. The moisturizer is great. (found you searching your brand on google) 👎,m.garcia,GOOG_001
FB_000865,  2024-06-14 ,fb comment,3,Not bad not great. Fit is alright maybe size up. The yoga mat is ok. 👎,user8842,
FB_000728,2024-04-07 04:49:03,Google,4.0,"Mixed feelings. Returns were okay, a bit slow. The protein powder is ok. (your insta brand campaign)",m.garcia,META_001
FB_000086,2024-08-14,TT comment,,"Decent overall. Quality is decent, nothing special. The protein powder is ok.",wellness_wendy,
FB_000213,  2024-12-22 ,FB,5 stars,Honestly impressed. The promo price was a steal. Better than Gymshark honestly.,user8842,META_001
FB_000773,2024.08.02,google reviews,1.0,El servicio al cliente no respondio nunca. 🙄,mike_t,GOOG_001
FB_001472,2024-07-29,google reviews,4/5,Found you on google search — Can't recommend enough. Checkout was smooth and easy. Fit is perfect true to size. 👎,user8842,GOOG_002
FB_000435,2024-12-10,website review,,Ugh. Runs really small had to send it back. Fell apart after one wash. The moisturizer was a letdown. 😡,fitlife.amy,
FB_000257,06/26/2024,TikTok,2/5,"Saw you on my fyp — Ugh. Cheap material, super disappointed. The leggings was a letdown. 😍",—,TKTK_001
FB_000968,"February 13, 2024",Play Store,,Ugh. Runs really small had to send it back. The price went up right after i bought. (the back to school promo) 🔥,m.garcia,META_003
FB_000412,2024-05-18 18:02:23,App Store,1/5,"Frustrated tbh. The app kept crashing at payment. Runs really small, had to send it back. The backpack was a letdown. (saw your search ad)",m.garcia,GOOG_002
FB_001244,2024-01-18,Insta,4 stars,"It's fine, does the job. Price is about what you'd expect. The hoodie is ok. 😡",fitlife.amy,
FB_000162,  2024-07-04 ,google reviews,,10/10. Return was painless and refund was fast. The running shoes is great. Better than Lululemon honestly. ❤️,j.doe,
FB_001423,2024.04.20,TT comment,1 stars,save your money. sizing chart is totally off. still waiting on a reply from support.,user8842,
FB_000948,2024-10-10 23:44:01,Google,,Decent overall. Customer service was average. The running shoes is ok. 💯,kayla_,
FB_000228,22 May 2024,Meta,,Shipping is painfully slow. (that banner ad followed me) 💯,,GOOG_003
FB_001132,,fb comment,5,The quality is genuinely amazing. The moisturizer is great. Better than Alo honestly. (that awareness ad) ❤️,Sarah K.,META_001
FB_000457,"January 17, 2024",google reviews,5/5,Honestly impressed. Shipping was super quick. (your tiktok product ad) 🙄,kayla_,TKTK_003
FB_000461,  2024-01-22 ,TikTok,1/5,The return process is an absolute nightmare. The sneakers was a letdown. (that viral tiktok) 😍,—,TKTK_001
FB_001016,19 Jul 2024,Play Store,2,ugh. broke within a week. sizing chart is totally off. the yoga mat was a letdown. (the holiday bundle deal) 😡,@runner_jane,META_003
FB_000026,02/16/2024,website review,4.0,Support team was so helpful and quick. The hoodie is great. (found you on google search),j.doe,GOOG_002
FB_000281,4 Oct 2024,TT comment,5/5,"Your retargeting ad — Love this! Easy returns, no questions asked. The protein powder is great. 🔥",—,META_002
FB_001127,  2024-05-11 ,tiktok,,"Muy decepcionado, la calidad es malisima. 😡",m.garcia,
FB_000035,2024.12.29,Meta,5/5,Can't recommend enough. Even better quality than the photos.,j.doe,
FB_001106,9/21/24,GMB,,The dynamic ad on tiktok — 10/10. Arrived way faster than expected.,anon,TKTK_003
FB_000768,07/17/2024,Trustpilot,,Your brand showed up first on google — Mixed feelings. Price is about what you'd expect. 😍,fitlife.amy,GOOG_001
FB_000390,2024-01-01,facebook,,"It's fine. Quality is decent, nothing special. 🤷",fitlife.amy,
FB_001220,2024-05-05 06:43:40,Yotpo,,The holiday bundle deal — Can't recommend enough. The quality is genuinely amazing. The gym shorts is great. ❤️,m.garcia,META_003
FB_001245,2024.06.07,tiktok,,Broke within a week. The water bottle was a letdown. ❤️,anon,
FB_000447,2024-12-13,TikTok,5.0,Your insta brand campaign — Me encanta! La calidad es increible y llego rapidisimo. 😍,the_real_dan,META_001
FB_000198,12 Dec 2024,instagram,5.0,That awareness ad — Cheaper than i expected and worth it. Support team was so helpful and quick. Better than Lululemon honestly. 👎,anon,META_001
FB_000705,2024-03-18,tt,4.0,So happy with my order. Customer service sorted my issue in minutes. 💯,@runner_jane,
FB_001288,"May 4, 2024",Trustpilot,,"Esta bien, nada del otro mundo. (your summer sale ad) 🙄",TrailDad,META_003
FB_000675,14 Jul 2024,facebook,,"Decent overall. Fit is alright, maybe size up. The yoga mat is ok. 😍",fitlife.amy,
FB_000599,2024.08.04,email survey,2,Ugh. The app kept crashing at payment. The leggings was a letdown.,user8842,
FB_000959,,Trustpilot,,Decent overall. It's okay for the cost. Going back to Adidas honestly. 😡,kayla_,
FB_001113,2024-03-18 04:31:16,TT comment,3,Mixed feelings. Ordering was straightforward enough. Customer service was average.,GymRat99,
FB_000190,20 Feb 2024,tiktok,,El servicio al cliente no respondio nunca. (found you searching your brand on google) 🔥,mike_t,GOOG_001
FB_001119,19 Jul 2024,App Store,,"Would not buy again. Runs really small, had to send it back. The sneakers was a letdown. (googled running gear and your ad popped up)",the_real_dan,GOOG_002
FB_001073,2024-01-06 15:54:45,App Store,1.0,shipping is painfully slow. 🤷,,
FB_000020,"December 6, 2024",facebook,,frustrated tbh. broke within a week. the running shoes was a letdown. (saw your search ad) ❤️,kayla_,GOOG_002
FB_001173,2024-09-24 01:59:23,Google Play,1 stars,"Ugh. Cheap material, super disappointed. The leggings was a letdown. 👎",,META_002
FB_001170,2024-05-10 00:35:10,email survey,★☆☆☆☆,Your tiktok product ad — Support was useless and rude. 💯,anon,TKTK_003
FB_000328,3 Feb 2024,email survey,★★★★☆,Me encanta! La calidad es increible y llego rapidisimo. ❤️,TrailDad,
FB_000829,"May 25, 2024",google reviews,4/5,10/10. Return was painless and refund was fast. The yoga mat is great. (saw your brand video on facebook) 😍,j.doe,META_001
FB_000396,2024.10.09,Google,★★★☆☆,That viral tiktok — Mixed feelings. Customer service was average. Shipping was about average. 🙄,user8842,TKTK_001
